mtprotosender.py:234 #INFO     [2026-02-09 18:04:48,051] - telethon.network.mtprotosender - 0| Connecting to 149.154.171.5:443/TcpFull...
mtprotosender.py:285 #INFO     [2026-02-09 18:04:48,226] - telethon.network.mtprotosender - 0| Connection to 149.154.171.5:443/TcpFull complete!
utils.py:101 #INFO     [2026-02-09 18:04:49,391] - root - 0| Client has been connected!
utils.py:101 #INFO     [2026-02-09 18:04:49,392] - root - 0| Redis has been initialized!
utils.py:101 #INFO     [2026-02-09 18:04:49,392] - root - 0| Prepare to load data in redis...
utils.py:101 #INFO     [2026-02-09 18:04:49,392] - root - 0| Loading messages data from small groups...
utils.py:101 #INFO     [2026-02-09 18:04:51,863] - root - 0| Data from small groups has been loaded!
subscription_state.py:110 #INFO     [2026-02-09 18:04:51,888] - aiokafka.consumer.subscription_state - 0| Updating subscribed topics to: frozenset({'tg-commands'})
utils.py:101 #INFO     [2026-02-09 18:04:51,891] - root - 0| Queue worker has been started!
group_coordinator.py:594 #INFO     [2026-02-09 18:04:51,933] - aiokafka.consumer.group_coordinator - 0| Discovered coordinator 1 for group demo-group
group_coordinator.py:415 #INFO     [2026-02-09 18:04:51,933] - aiokafka.consumer.group_coordinator - 0| Revoking previously assigned partitions set() for group demo-group
group_coordinator.py:1281 #INFO     [2026-02-09 18:04:51,933] - aiokafka.consumer.group_coordinator - 0| (Re-)joining group demo-group
group_coordinator.py:1360 #INFO     [2026-02-09 18:04:54,711] - aiokafka.consumer.group_coordinator - 0| Joined group 'demo-group' (generation 156) with member_id aiokafka-0.12.0-e7a1d047-8e86-404c-ace5-f6d4a536f904
group_coordinator.py:1368 #INFO     [2026-02-09 18:04:54,712] - aiokafka.consumer.group_coordinator - 0| Elected group leader -- performing partition assignments using roundrobin
group_coordinator.py:1519 #INFO     [2026-02-09 18:04:54,721] - aiokafka.consumer.group_coordinator - 0| Successfully synced group demo-group with generation 156
group_coordinator.py:506 #INFO     [2026-02-09 18:04:54,722] - aiokafka.consumer.group_coordinator - 0| Setting newly assigned partitions {TopicPartition(topic='tg-commands', partition=0)} for group demo-group
kafka.py:53 #INFO     [2026-02-09 18:04:54,722] - root - 0| Kafka Consumer has been init
kafka.py:33 #INFO     [2026-02-09 18:04:54,747] - root - 0| Kafka Producer has been init
utils.py:101 #INFO     [2026-02-09 18:04:54,747] - root - 0| Event handlers has been registered!
utils.py:101 #INFO     [2026-02-09 18:04:54,749] - root - 0| Kafka listener has been started!
events_catcher.py:32 #INFO     [2026-02-09 18:05:26,789] - root - 0| New event: NewMessage
main.py:30 #ERROR    [2026-02-09 18:05:26,790] - root - 0| Queue worker | ex: 'User' object has no attribute 'language_code'
main.py:30 #ERROR    [2026-02-09 18:05:26,790] - root - 0| Queue worker | ex: cannot reuse already awaited coroutine
main.py:30 #ERROR    [2026-02-09 18:05:26,790] - root - 0| Queue worker | ex: cannot reuse already awaited coroutine
mtprotosender.py:325 #INFO     [2026-02-09 18:06:18,480] - telethon.network.mtprotosender - 0| Disconnecting from 149.154.171.5:443/TcpFull...
mtprotosender.py:345 #INFO     [2026-02-09 18:06:18,481] - telethon.network.mtprotosender - 0| Disconnection from 149.154.171.5:443/TcpFull complete!
